Bacia,Observacoes,NSE,Cor,RMSE
34730000,443,-16.47793704083487,0.6146295448046706,20.998597781742575
34740000,70,0.5949816894162534,0.8891271374570957,4.453231522878436
34750000,508,0.8638262025245269,0.9309960870005856,35.745857546333845
35050000,95,0.5418567984834908,0.7928906171313543,5.961159046984673
35125000,309,0.6581175566151645,0.9634838216165452,11.390531435183364
35170000,443,0.8453973502653196,0.9266650256334594,23.696060299354947
35210000,570,0.876677044860395,0.9413837076517614,8.787598935711818
35223000,124,0.18249483072367778,0.7987608264203027,70.17947989355031
35240000,392,0.6358851237472273,0.8411047132112863,10.708315764682117
35260000,494,0.7743384442279908,0.9203978127718595,12.990667498589222
35263000,283,0.6830437378871388,0.9383380728325034,5.855119731886463
35668000,313,0.0010160256266587009,0.8932465596201032,5.633728923254676
35880000,279,0.7086522594891953,0.960749094232611,17.867528013088886
35950000,362,0.762052920749352,0.9337909039593404,10.312827014044297
36020000,732,0.7048264421552612,0.8520403960567805,13.733468552981924
36125000,428,0.8012221538246087,0.9043994826578132,5.14306720951242
36130000,280,0.8925719990998336,0.9479989684238792,11.397254458889451
36160000,937,0.7218957384996529,0.9077677908066282,47.621003097051116
36210000,411,0.6478341792201007,0.8787129071327394,4.325302386131771
36220000,124,-14.589537373816233,0.6919814030398868,2.9306771938866416
36250000,450,0.8022033968263064,0.9251048429835381,5.042014207939927
36270000,124,0.7887060499407474,0.9300499061563221,36.36577256486251
36290000,568,0.7335046162751557,0.9314811597722367,34.90414750849141
36470000,224,0.5418688601824442,0.9151316855613094,25.195911293405512
36520000,325,0.9122274108940476,0.957040117635981,15.482785463505236
